Title: EUR_TO_PLN

,,EUR_TO_PLN_KEY,,,,,,,,,,,,USD_TO_PLN_KEY,,,,,,,,,
9,10-01,4.4626,4.0888,4.1749,4.2765,4.3646,4.3721,4.1814,4.2959,4.2462,4.5294,4.5334,,3.4842,3.1181,3.0727,3.6229,4.0086,4.1375,3.4868,3.7242,3.8285,3.7239,4.0055,
10,11-01,4.4609,4.1000,4.1542,4.2765,4.3646,4.3703,4.1785,4.2973,4.2348,4.5294,4.5438,,3.5075,3.0887,3.0425,3.6229,4.0086,4.1610,3.4772,3.7261,3.8062,3.7239,4.0083,
11,12-01,4.4392,4.1200,4.1542,4.2765,4.3568,4.3765,4.1722,4.2925,4.2348,4.5248,4.5359,,3.4856,3.0882,3.0425,3.6229,4.0207,4.0982,3.4376,3.7434,3.8062,3.7207,3.9894,
12,13-01,4.4060,4.1200,4.1542,4.2824,4.3458,4.3739,4.1686,4.2925,4.2348,4.5253,4.5361,,3.4500,3.0882,3.0425,3.6347,4.0179,4.1027,3.3955,3.7434,3.8062,3.7196,3.9572,
13,14-01,4.3927,4.1200,4.1507,4.2863,4.3730,4.3729,4.1686,4.2925,4.2219,4.5379,4.5414,,3.4673,3.0882,3.0370,3.6402,4.0145,4.1277,3.3955,3.7434,3.7984,3.7429,3.9673,
14,15-01,4.3927,4.1200,4.1575,4.3008,4.4129,4.3729,4.1686,4.2930,4.2265,4.5375,4.5256,,3.4673,3.0915,3.0556,3.6734,4.0433,4.1277,3.3955,3.7579,3.7933,3.7429,3.9688,
15,16-01,4.3927,4.1312,4.1692,4.3179,4.4606,4.3729,4.1713,4.2877,4.2324,4.5389,4.5256,,3.4673,3.1115,3.0663,3.7262,4.0953,4.1277,3.4107,3.7648,3.7894,3.7624,3.9688,
16,17-01,4.3697,4.1203,4.1645,4.3164,4.4606,4.3693,4.1713,4.2835,4.2367,4.5389,4.5256,,3.4165,3.0822,3.0657,3.7194,4.0953,4.0896,3.4183,3.7588,3.8141,3.7624,3.9688,
17,18-01,4.3478,4.1455,4.1578,4.3164,4.4606,4.3673,4.1665,4.2931,4.2433,4.5389,4.5260,,3.3885,3.1113,3.0649,3.7194,4.0953,4.0954,3.4054,3.7652,3.8280,3.7624,3.9817,
18,19-01,4.3250,4.1699,4.1578,4.3164,4.4384,4.3728,4.1716,4.2911,4.2433,4.5352,4.5229,,3.3499,3.1299,3.0649,3.7194,4.0839,4.0990,3.4040,3.7767,3.8280,3.7382,3.9867,
19,20-01,4.3196,4.1699,4.1578,4.3275,4.4702,4.3699,4.1707,4.2911,4.2433,4.5322,4.5228,,3.3480,3.1299,3.0649,3.7374,4.0985,4.1101,3.4077,3.7767,3.8280,3.7453,3.9891,
20,21-01,4.2853,4.1699,4.1651,4.3058,4.4943,4.3719,4.1707,4.2911,4.2438,4.5284,4.5318,,3.2921,3.1299,3.0793,3.7141,4.1259,4.0802,3.4077,3.7767,3.8181,3.7246,3.9935,
21,22-01,4.2853,4.1737,4.1650,4.2997,4.4587,4.3719,4.1707,4.2827,4.2378,4.5385,4.5572,,3.2921,3.1341,3.0702,3.7009,4.1254,4.0802,3.4077,3.7720,3.8220,3.7329,4.0315,
22,23-01,4.2853,4.1638,4.1679,4.2279,4.4690,4.3719,4.1696,4.2887,4.2439,4.5409,4.5572,,3.2921,3.1236,3.0559,3.7756,4.1322,4.0802,3.4040,3.7729,3.8264,3.7368,4.0315,
23,24-01,4.2984,4.1909,4.2080,4.2157,4.4690,4.3725,4.1563,4.2881,4.2565,4.5409,4.5572,,3.3057,3.1395,3.0745,3.7493,4.1322,4.0682,3.3649,3.7811,3.8573,3.7368,4.0315,
24,25-01,4.2966,4.1769,4.1974,4.2157,4.4690,4.3641,4.1469,4.2910,4.2715,4.5409,4.5751,,3.3199,3.1011,3.0732,3.7493,4.1322,4.0623,3.3424,3.7819,3.8744,3.7368,4.0603,
25,26-01,4.2470,4.1989,4.1974,4.2157,4.4942,4.3435,4.1422,4.2861,4.2715,4.5465,4.5864,,3.2309,3.1233,3.0732,3.7493,4.1471,4.0593,3.3308,3.7538,3.8744,3.7441,4.0670,
26,27-01,4.2207,4.1989,4.1974,4.2300,4.4710,4.3400,4.1436,4.2861,4.2715,4.5520,4.5592,,3.2109,3.1233,3.0732,3.7414,4.1064,4.0633,3.3473,3.7538,3.8744,3.7576,4.0853,
27,28-01,4.2545,4.1989,4.1913,4.2365,4.4534,4.3310,4.1436,4.2861,4.2731,4.5471,4.5755,,3.2452,3.1233,3.0708,3.7346,4.0846,4.0743,3.3473,3.7538,3.8829,3.7607,4.1080,
28,29-01,4.2545,4.2090,4.2130,4.2324,4.4398,4.3310,4.1436,4.2976,4.2837,4.5304,4.5892,,3.2452,3.1333,3.0960,3.7405,4.0658,4.0743,3.3473,3.7626,3.8939,3.7330,4.1137,
29,30-01,4.2545,4.1988,4.2312,4.2075,4.3952,4.3310,4.1449,4.2905,4.2873,4.5080,4.5892,,3.2452,3.1008,3.1171,3.7218,4.0382,4.0743,3.3370,3.7540,3.8873,3.7306,4.1137,
30,31-01,4.2243,4.1945,4.2488,4.1771,4.3952,4.3239,4.1503,4.2736,4.3009,4.5080,4.5892,,3.2061,3.0956,3.1435,3.6933,4.0382,4.0204,3.3317,3.7201,3.8915,3.7306,4.1137,
31,01-02,4.2005,4.1792,4.2242,4.1771,4.3952,4.3186,4.1543,4.2739,4.2968,4.5080,4.5804,,3.1882,3.0630,3.1295,3.6933,4.0382,4.0024,3.3344,3.7258,3.8829,3.7306,4.0679,
32,02-02,4.1997,4.1640,4.2242,4.1771,4.4055,4.3071,4.1541,4.2816,4.2968,4.4953,4.5449,,3.2073,3.0726,3.1295,3.6933,4.0347,3.9851,3.3254,3.7410,3.8829,3.7324,4.0139,
33,03-02,4.1932,4.1640,4.2242,4.1620,4.3982,4.2972,4.1585,4.2816,4.2968,4.4917,4.5315,,3.1863,3.0726,3.1295,3.6586,4.0229,4.0007,3.3428,3.7410,3.8829,3.7378,4.0152,
34,04-02,4.1770,4.1640,4.2045,4.1607,4.4152,4.2767,4.1585,4.2816,4.2753,4.4941,4.5474,,3.2027,3.0726,3.1101,3.6351,3.9400,3.9924,3.3428,3.7410,3.8698,3.7463,3.9667,
35,05-02,4.1770,4.1815,4.1944,4.1655,4.4134,4.2767,4.1585,4.2872,4.2491,4.5023,4.5432,,3.2027,3.0889,3.0971,3.6507,3.9398,3.9924,3.3428,3.7531,3.8548,3.7572,3.9689,
36,06-02,4.1770,4.1868,4.1880,4.1650,4.4352,4.2767,4.1644,4.2923,4.2451,4.4824,4.5432,,3.2027,3.0974,3.1034,3.6385,3.9953,3.9924,3.3777,3.7672,3.8581,3.7276,3.9689,
37,07-02,4.1783,4.1885,4.1875,4.1822,4.4352,4.3035,4.1595,4.3022,4.2653,4.4824,4.5432,,3.1864,3.0921,3.0849,3.7093,3.9953,4.0314,3.3713,3.7922,3.8885,3.7276,3.9689,
38,08-02,4.1773,4.1592,4.1803,4.1822,4.4352,4.3118,4.1695,4.3064,4.2656,4.4824,4.5312,,3.1470,3.1099,3.0652,3.7093,3.9953,4.0429,3.4031,3.7955,3.8952,3.7276,3.9719,
39,09-02,4.1971,4.1537,4.1803,4.1822,4.4530,4.3096,4.1903,4.3158,4.2656,4.4761,4.5135,,3.1586,3.1019,3.0652,3.7093,3.9632,4.0307,3.4142,3.8163,3.8952,3.6980,3.9471,
40,10-02,4.2188,4.1537,4.1803,4.2008,4.4289,4.2953,4.1748,4.3158,4.2656,4.4819,4.4921,,3.1987,3.1019,3.0652,3.7185,3.9344,4.0411,3.4044,3.8163,3.8952,3.6958,3.9270,
41,11-02,4.1942,4.1537,4.1825,4.2180,4.4485,4.3137,4.1748,4.3158,4.2569,4.4975,4.5204,,3.1645,3.1019,3.0583,3.7281,3.9204,4.0584,3.4044,3.8163,3.9051,3.7026,3.9594,
42,12-02,4.1942,4.1760,4.1658,4.1916,4.4109,4.3137,4.1748,4.3259,4.2554,4.4999,4.5400,,3.1645,3.1076,3.0692,3.7002,3.9121,4.0584,3.4044,3.8296,3.8990,3.7165,4.0120,
43,13-02,4.1942,4.1718,4.1675,4.1768,4.3945,4.3137,4.1781,4.3285,4.2513,4.4864,4.5400,,3.1645,3.0948,3.0475,3.6700,3.9307,4.0584,3.3877,3.8288,3.9121,3.6989,4.0120,
44,14-02,4.1910,4.1765,4.1495,4.1832,4.3945,4.3012,4.1719,4.3382,4.2490,4.4864,4.5400,,3.1825,3.1339,3.0273,3.6669,3.9307,4.0490,3.3786,3.8500,3.9190,3.6989,4.0120,
45,15-02,4.1875,4.1906,4.1471,4.1832,4.3945,4.3015,4.1532,4.3307,4.2620,4.4864,4.5036,,3.1985,3.1449,3.0273,3.6669,3.9307,4.0753,3.3244,3.8461,3.9335,3.6989,3.9697,
46,16-02,4.2360,4.1891,4.1471,4.1832,4.4062,4.3176,4.1597,4.3292,4.2620,4.4942,4.4961,,3.2630,3.1374,3.0273,3.6669,3.9461,4.0533,3.3374,3.8217,3.9335,3.7011,3.9537,
47,17-02,4.1816,4.1891,4.1471,4.1872,4.3979,4.3305,4.1460,4.3292,4.2620,4.5012,4.5065,,3.1777,3.1374,3.0273,3.6682,3.9493,4.0662,3.3409,3.8217,3.9335,3.7323,3.9635,
48,18-02,4.1680,4.1891,4.1538,4.1909,4.3817,4.3246,4.1460,4.3292,4.2746,4.4888,4.5201,,3.1419,3.1374,3.0251,3.6853,3.9532,4.0737,3.3409,3.8217,3.9521,3.7147,3.9811,
49,19-02,4.1680,4.1679,4.1734,4.1695,4.3777,4.3246,4.1460,4.3347,4.2712,4.4830,4.5351,,3.1419,3.1223,3.0363,3.6616,3.9453,4.0737,3.3409,3.8381,3.9548,3.6931,3.9999,
50,20-02,4.1680,4.1569,4.1801,4.1812,4.3646,4.3246,4.1467,4.3445,4.2825,4.4982,4.5351,,3.1419,3.1091,3.0498,3.7008,3.9585,4.0737,3.3604,3.8305,3.9690,3.7074,3.9999,
51,21-02,4.1837,4.1735,4.1661,4.1746,4.3646,4.3064,4.1589,4.3346,4.2835,4.4982,4.5351,,3.1642,3.1651,3.0394,3.6950,3.9585,4.0869,3.3779,3.8177,3.9658,3.7074,3.9999,
52,22-02,4.1866,4.1539,4.1578,4.1746,4.3646,4.2987,4.1819,4.3370,4.2989,4.4982,4.5447,,3.1645,3.1502,3.0272,3.6950,3.9585,4.0889,3.4066,3.8296,3.9738,3.7074,4.0070,
53,23-02,4.1803,4.1470,4.1578,4.1746,4.3668,4.3080,4.1698,4.3360,4.2989,4.5066,4.5481,,3.1431,3.1171,3.0272,3.6950,3.9691,4.0745,3.3904,3.8186,3.9738,3.7113,4.0093,
54,24-02,4.1665,4.1470,4.1578,4.1662,4.3680,4.3107,4.1697,4.3360,4.2989,4.5178,4.6554,,3.1065,3.1171,3.0272,3.6778,3.9778,4.0632,3.3845,3.8186,3.9738,3.7196,4.1704,
55,25-02,4.1738,4.1470,4.1525,4.1615,4.3581,4.3148,4.1697,4.3360,4.3012,4.5122,4.6369,,3.1176,3.1171,3.0191,3.6678,3.9522,4.0756,3.3845,3.8186,3.9679,3.6910,4.1342,
56,26-02,4.1738,4.1678,4.1611,4.1535,4.3631,4.3148,4.1697,4.3282,4.3094,4.5186,4.6835,,3.1176,3.1871,3.0315,3.6701,3.9643,4.0756,3.3845,3.8097,3.9627,3.7279,4.1821,
57,27-02,4.1738,4.1648,4.1779,4.1524,4.3468,4.3148,4.1670,4.3146,4.3124,4.5263,4.6835,,3.1176,3.1800,3.0594,3.6943,3.9982,4.0756,3.3875,3.7894,3.9332,3.7553,4.1821,
58,28-02,4.1410,4.1515,4.1676,4.1563,4.3468,4.3148,4.1781,4.3089,4.3259,4.5263,4.6835,,3.0779,3.1621,3.0172,3.7021,3.9982,4.0717,3.4207,3.7744,3.9409,3.7553,4.1821,
59,01-03,4.1152,4.1477,4.1928,4.1563,4.3468,4.2958,4.1853,4.3096,4.3276,4.5263,4.7947,,3.0913,3.1905,3.0453,3.7021,3.9982,4.0784,3.4387,3.7860,3.8910,3.7553,4.2956,
60,02-03,4.1074,4.1398,4.1928,4.1563,4.3297,4.2941,4.1944,4.2989,4.3276,4.5322,4.8021,,3.1077,3.1827,3.0453,3.7021,3.9883,4.0842,3.4068,3.7919,3.8910,3.7680,4.3239,
61,03-03,4.1260,4.1398,4.1928,4.1582,4.3339,4.3007,4.1909,4.2989,4.3166,4.5336,4.7691,,3.1210,3.1827,3.0453,3.7233,3.9757,4.0707,3.4053,3.7919,3.8829,3.7629,4.3058,
62,04-03,4.1260,4.1398,4.1865,4.1727,4.3313,4.3091,4.1909,4.2989,4.2968,4.5529,4.8530,,3.1210,3.1827,3.0407,3.7511,3.9483,4.0683,3.4053,3.7919,3.8623,3.7834,4.4405,
63,05-03,4.1260,4.1310,4.1795,4.1397,4.3279,4.3091,4.1909,4.3016,4.3029,4.5748,4.9525,,3.1210,3.1694,3.0436,3.7399,3.9513,4.0683,3.4053,3.7970,3.8463,3.8321,4.5457,
64,06-03,4.1495,4.1495,4.1845,4.1178,4.3279,4.3091,4.1815,4.2996,4.3042,4.6002,4.9525,,3.1548,3.1834,3.0444,3.7561,3.9513,4.0683,3.3692,3.8033,3.7969,3.8768,4.5457,
65,07-03,4.1644,4.1512,4.1920,4.1181,4.3279,4.3075,4.1939,4.2991,4.3132,4.6002,4.9525,,3.1741,3.1908,3.0171,3.7920,3.9513,4.0729,3.3775,3.8143,3.7650,3.8768,4.5457,
66,08-03,4.1135,4.1380,4.2012,4.1181,4.3275,4.3130,4.2042,4.3002,4.3132,4.6002,4.9103,,3.1064,3.1612,3.0266,3.7920,3.9241,4.0858,3.3848,3.8319,3.7650,3.8768,4.5082,
67,09-03,4.0992,4.1472,4.2012,4.1181,4.3149,4.3171,4.2018,4.2994,4.3132,4.5843,4.8196,,3.1076,3.1916,3.0266,3.7920,3.9323,4.0917,3.4186,3.8237,3.7650,3.8543,4.3842,
68,10-03,4.1095,4.1472,4.2012,4.1368,4.2921,4.3259,4.2013,4.2994,4.3260,4.5752,4.8239,,3.1325,3.1916,3.0266,3.8525,3.9533,4.0787,3.4151,3.8237,3.7981,3.8473,4.3521,
69,11-03,4.1095,4.1472,4.2170,4.1365,4.3099,4.3376,4.2013,4.2994,4.3180,4.5760,4.7820,,3.1325,3.1916,3.0448,3.9105,3.8863,4.0679,3.4151,3.8237,3.8091,3.8232,4.3512,
70,12-03,4.1095,4.1450,4.2272,4.1371,4.2837,4.3376,4.2013,4.2994,4.3599,4.5867,4.7218,,3.1325,3.1755,3.0440,3.8981,3.8526,4.0679,3.4151,3.8132,3.8789,3.8437,4.3082,
71,13-03,4.1243,4.1385,4.2231,4.1539,4.2837,4.3376,4.2119,4.2993,4.3570,4.5914,4.7218,,3.1587,3.1881,3.0290,3.9292,3.8526,4.0679,3.4027,3.8037,3.9238,3.8518,4.3082,
72,14-03,4.1545,4.1549,4.2423,4.1281,4.2837,4.3221,4.2023,4.3032,4.4070,4.5914,4.7218,,3.1806,3.2116,3.0555,3.9103,3.8526,4.0656,3.3974,3.8098,3.9500,3.8518,4.3082,
73,15-03,4.1393,4.1505,4.2220,4.1281,4.2889,4.3206,4.2122,4.3049,4.4070,4.5914,4.7355,,3.1702,3.1717,3.0361,3.9103,3.8607,4.0676,3.4132,3.8070,3.9500,3.8518,4.3085,
74,16-03,4.1300,4.1565,4.2220,4.1281,4.3023,4.2974,4.2173,4.2979,4.4070,4.5933,4.6765,,3.1488,3.2149,3.0361,3.9103,3.8886,4.0065,3.4284,3.7870,3.9500,3.8515,4.2537,
75,17-03,4.1255,4.1565,4.2220,4.1392,4.2895,4.2982,4.2171,4.2979,4.4628,4.6136,4.6889,,3.1373,3.2149,3.0361,3.8921,3.7923,4.0032,3.4260,3.7870,4.0637,3.8747,4.2430,
76,18-03,4.1255,4.1565,4.2092,4.1466,4.2625,4.2820,4.2171,4.2979,4.5010,4.6253,4.7135,,3.1373,3.2149,3.0278,3.9148,3.7791,3.9825,3.4260,3.7870,4.1165,3.8829,4.2819,
77,19-03,4.1255,4.1548,4.1982,4.1288,4.2581,4.2820,4.2171,4.2879,4.5604,4.6200,4.6960,,3.1373,3.2098,3.0175,3.8670,3.7779,3.9825,3.4260,3.7752,4.2222,3.8853,4.2544,
78,20-03,4.1270,4.1609,4.2026,4.1272,4.2581,4.2820,4.2277,4.2834,4.5315,4.6017,4.6960,,3.1270,3.2143,3.0538,3.8300,3.7779,3.9825,3.4439,3.7726,4.2323,3.8585,4.2544,
79,21-03,4.1525,4.1828,4.1975,4.1215,4.2581,4.2628,4.2364,4.2807,4.6056,4.6017,4.6960,,3.1399,3.2400,3.0461,3.7770,3.7779,3.9463,3.4482,3.7593,4.2712,3.8585,4.2544,
80,22-03,4.1645,4.1803,4.1925,4.1215,4.2612,4.2816,4.2217,4.2913,4.6056,4.6017,4.6851,,3.1628,3.2285,3.0438,3.7770,3.8006,3.9619,3.4278,3.7969,4.2712,3.8585,4.2499,
81,23-03,4.1682,4.1607,4.1925,4.1215,4.2563,4.2685,4.2262,4.2953,4.6056,4.6191,4.7052,,3.1477,3.2166,3.0438,3.7770,3.8101,3.9574,3.4231,3.7928,4.2712,3.8871,4.2833,
82,24-03,4.1376,4.1607,4.1925,4.1131,4.2788,4.2695,4.2300,4.2953,4.6146,4.6280,4.7421,,3.1166,3.2166,3.0438,3.7563,3.8361,3.9514,3.4083,3.7928,4.2558,3.9137,4.3196,
83,25-03,4.1376,4.1607,4.1983,4.0858,4.2498,4.2641,4.2300,4.2953,4.5817,4.6399,4.7307,,3.1166,3.2166,3.0447,3.7194,3.7965,3.9160,3.4083,3.7928,4.2317,3.9315,4.2999,
84,26-03,4.1376,4.1775,4.1803,4.0763,4.2498,4.2641,4.2300,4.2934,4.5748,4.6493,4.7180,,3.1166,3.2482,3.0312,3.7148,3.7965,3.9160,3.4083,3.8025,4.1661,3.9461,4.3024,
85,27-03,4.1367,4.1818,4.1795,4.0978,4.2498,4.2641,4.2196,4.2936,4.5306,4.6457,4.7180,,3.1026,3.2752,3.0379,3.7747,3.7965,3.9160,3.4095,3.8128,4.1274,3.9424,4.3024,
86,28-03,4.1568,4.1804,4.1739,4.0938,4.2498,4.2470,4.2072,4.2950,4.5509,4.6457,4.7180,,3.1167,3.2647,3.0336,3.7748,3.7965,3.9110,3.3935,3.8287,4.1244,3.9424,4.3024,
87,29-03,4.1612,4.1846,4.1719,4.0938,4.2498,4.2389,4.2106,4.3006,4.5509,4.6457,4.6594,,3.1353,3.2590,3.0257,3.7748,3.7965,3.9439,3.4174,3.8279,4.1244,3.9424,4.2033,
88,30-03,4.1522,4.1846,4.1719,4.0938,4.2538,4.2233,4.2087,4.2990,4.5509,4.6582,4.6679,,3.1089,3.2590,3.0257,3.7748,3.7564,3.9334,3.4195,3.8261,4.1244,3.9675,4.1955,
89,31-03,4.1445,4.1846,4.1719,4.0854,4.2576,4.2265,4.2087,4.2990,4.5506,4.6508,4.6531,,3.1117,3.2590,3.0257,3.7972,3.7397,3.9533,3.4195,3.8261,4.1535,3.9666,4.1916,
90,01-04,4.1445,4.1846,4.1779,4.0608,4.2440,4.2279,4.2087,4.2990,4.5815,4.6089,4.6401,,3.1117,3.2590,3.0297,3.7757,3.7124,3.9658,3.4195,3.8261,4.1894,3.9238,4.1984,
91,02-04,4.1445,4.1846,4.1768,4.0647,4.2340,4.2279,4.2087,4.2953,4.5697,4.5914,4.6375,,3.1117,3.2590,3.0278,3.7532,3.7206,3.9658,3.4195,3.8351,4.1901,3.8871,4.2140,
92,03-04,4.1357,4.1908,4.1727,4.0578,4.2340,4.2279,4.2087,4.2930,4.5765,4.5914,4.6375,,3.1060,3.2669,3.0301,3.7409,3.7206,3.9658,3.4195,3.8184,4.2434,3.8871,4.2140,
93,04-04,4.1548,4.1887,4.1650,4.0578,4.2340,4.2571,4.2035,4.2892,4.5643,4.5914,4.6375,,3.1615,3.2678,3.0401,3.7409,3.7206,3.9969,3.4242,3.8232,4.2297,3.8871,4.2140,
94,05-04,4.1707,4.1738,4.1746,4.0578,4.2448,4.2315,4.2041,4.2897,4.5643,4.5914,4.6265,,3.1915,3.2245,3.0420,3.7409,3.7343,3.9628,3.4291,3.8188,4.2297,3.8871,4.2178,
95,06-04,4.1706,4.1283,4.1746,4.0578,4.2636,4.2271,4.1983,4.2887,4.5643,4.5914,4.6328,,3.1803,3.1700,3.0420,3.7409,3.7611,3.9632,3.4317,3.8135,4.2297,3.8871,4.2413,
96,07-04,4.1706,4.1283,4.1746,4.0578,4.2833,4.2249,4.1952,4.2887,4.5356,4.5756,4.6370,,3.1803,3.1700,3.0420,3.7409,3.7692,3.9745,3.4096,3.8135,4.1668,3.8502,4.2479,
97,08-04,4.1706,4.1283,4.1704,4.0171,4.2953,4.2296,4.1952,4.2887,4.5442,4.5513,4.6437,,3.1803,3.1700,3.0277,3.6983,3.7801,3.9985,3.4096,3.8135,4.1801,3.8333,4.2756,
98,09-04,4.1706,4.1304,4.1708,4.0167,4.2793,4.2296,4.1952,4.2870,4.5586,4.5392,4.6456,,3.1803,3.1675,3.0236,3.7281,3.7571,3.9985,3.4096,3.8015,4.1949,3.8183,4.2620,
99,10-04,4.1706,4.1160,4.1698,4.0181,4.2793,4.2296,4.1930,4.2833,4.5473,4.5246,4.6456,,3.1803,3.1453,3.0070,3.8014,3.7571,3.9985,3.3921,3.7976,4.1479,3.8009,4.2620,
100,11-04,4.1937,4.1124,4.1837,4.0136,4.2793,4.2414,4.1915,4.2830,4.5473,4.5246,4.6456,,3.1937,3.1347,3.0159,3.8036,3.7571,3.9953,3.3846,3.8024,4.1479,3.8009,4.2620,
101,12-04,4.1802,4.1040,4.1824,4.0136,4.2923,4.2485,4.1844,4.2796,4.5473,4.5246,4.6552,,3.1781,3.1443,3.0248,3.8036,3.7665,4.0061,3.3956,3.7802,4.1479,3.8009,4.2862,
102,13-04,4.1808,4.1132,4.1824,4.0136,4.2869,4.2450,4.1763,4.2742,4.5473,4.5668,4.6453,,3.1798,3.1444,3.0248,3.8036,3.7944,3.9934,3.3907,3.7781,4.1479,3.8389,4.2909,
103,14-04,4.1940,4.1132,4.1824,4.0105,4.2992,4.2363,4.1627,4.2742,4.5473,4.5537,4.6478,,3.2202,3.1444,3.0248,3.7964,3.8208,3.9658,3.3652,3.7781,4.1479,3.8062,4.2727,
104,15-04,4.1940,4.1132,4.1868,4.0178,4.2967,4.2363,4.1627,4.2742,4.5381,4.5554,4.6553,,3.2202,3.1444,3.0333,3.7979,3.8078,3.9658,3.3652,3.7781,4.1622,3.8057,4.3093,
105,16-04,4.1940,4.1161,4.1956,4.0310,4.3059,4.2363,4.1627,4.2744,4.5288,4.5509,4.6553,,3.2202,3.1351,3.0315,3.7634,3.8085,3.9658,3.3652,3.7810,4.1594,3.7968,4.3093,
106,17-04,4.1905,4.1145,4.1937,4.0187,4.3059,4.2363,4.1602,4.2731,4.5185,4.5473,4.6553,,3.1911,3.1339,3.0268,3.7162,3.8085,3.9658,3.3667,3.7812,4.1607,3.7784,4.3093,
107,18-04,4.1804,4.1147,4.1906,3.9891,4.3059,4.2363,4.1697,4.2786,4.5272,4.5473,4.6553,,3.1929,3.1542,3.0329,3.7201,3.8085,3.9658,3.3659,3.8032,4.1687,3.7784,4.3093,
108,19-04,4.1870,4.1003,4.1906,3.9891,4.3027,4.2358,4.1664,4.2864,4.5272,4.5473,4.6553,,3.1996,3.1264,3.0329,3.7201,3.7933,3.9495,3.3649,3.8118,4.1687,3.7784,4.3093,
109,20-04,4.1920,4.1079,4.1906,3.9891,4.2875,4.2588,4.1677,4.2864,4.5272,4.5525,4.6338,,3.1777,3.1510,3.0329,3.7201,3.7679,3.9635,3.3859,3.8118,4.1687,3.7777,4.2787,
110,21-04,4.2045,4.1079,4.1906,3.9683,4.3085,4.2727,4.1893,4.2864,4.5291,4.5561,4.6300,,3.2020,3.1510,3.0329,3.7087,3.7944,3.9939,3.4232,3.8118,4.1793,3.7945,4.2528,
111,22-04,4.2045,4.1079,4.1906,4.0022,4.3506,4.2420,4.1893,4.2864,4.5349,4.5567,4.6336,,3.2020,3.1510,3.0329,3.7254,3.8627,3.9104,3.4232,3.8118,4.1731,3.7827,4.2836,
112,23-04,4.2045,4.1342,4.1926,4.0185,4.3911,4.2420,4.1893,4.2864,4.5379,4.5623,4.6398,,3.2020,3.1826,3.0306,3.7305,3.8983,3.9104,3.4232,3.8118,4.2127,3.7811,4.3177,
113,24-04,4.2003,4.1367,4.1914,4.0131,4.3911,4.2420,4.1996,4.2896,4.5284,4.5571,4.6398,,3.1915,3.1806,3.0329,3.7076,3.8983,3.9104,3.4386,3.8269,4.1930,3.7709,4.3177,
114,25-04,4.1738,4.1467,4.2028,4.0037,4.3911,4.2273,4.2241,4.2950,4.5287,4.5571,4.6398,,3.1605,3.1703,3.0387,3.6996,3.8983,3.8815,3.4666,3.8614,4.1731,3.7709,4.3177,
115,26-04,4.1820,4.1590,4.2069,4.0037,4.3799,4.2241,4.2360,4.2878,4.5287,4.5571,4.6466,,3.1646,3.1995,3.0351,3.6996,3.8805,3.8778,3.4813,3.8514,4.1731,3.7709,4.3532,
